id,verse,token,lemma,mood,number,NEG,RES,ACT,DUR,CONF,GNO,HAB,ITER,STAT,CON,TEL
665275,2COR 6.17,usgaggiþ,us-gaggan,imperative,plural,FALSE,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
665280,2COR 6.17,afskaidiþ,af-skaidan,imperative,plural,FALSE,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
665289,2COR 6.17,attekaiþ,at-tekan,optative,plural,TRUE,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,FALSE,TRUE,TRUE
665541,2COR 7.11,saiƕ,saiƕan,imperative,singular,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
665899,2COR 8.11,ustiuhaiþ,us-tiuhan,optative,plural,FALSE,TRUE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
666150,2COR 8.24,ustaiknjandans,us-taiknjan,participle,plural,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,TRUE,TRUE
667083,2COR 11.16,nimaiþ,niman,optative,plural,FALSE,TRUE,NA,FALSE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE
667686,2COR 12.13,fragibiþ,fra-giban,imperative,plural,FALSE,TRUE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA,TRUE
667987,2COR 13.5,fraisiþ,fraisan,imperative,plural,FALSE,TRUE,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
667995,2COR 13.5,kauseiþ,kausjan,imperative,plural,FALSE,NA,NA,FALSE,FALSE,TRUE,NA,FALSE,NA,TRUE,TRUE
668111,2COR 13.11,faginoþ,faginon,optative/imperative,plural,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,TRUE,FALSE,FALSE
668114,2COR 13.11,sijaiþ,wisan-1,optative,plural,FALSE,TRUE,FALSE,FALSE,NA,TRUE,NA,FALSE,NA,NA,TRUE
668117,2COR 13.11,sijaiþ,wisan-1,optative,plural,FALSE,TRUE,FALSE,FALSE,NA,TRUE,NA,FALSE,NA,NA,TRUE
668120,2COR 13.11,fraþjaiþ,fraþjan,optative,plural,FALSE,NA,FALSE,FALSE,NA,TRUE,NA,FALSE,TRUE,NA,TRUE
864309,2COR 13.11,sijaiþ,wisan-1,optative,plural,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,TRUE,NA,FALSE
668135,2COR 13.12,goljaiþ,goljan,optative,plural,FALSE,TRUE,NA,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,TRUE
643661,GAL 4.12,wairþaiþ,wairþan,optative,plural,FALSE,TRUE,NA,FALSE,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE
643806,GAL 4.21,qiþiþ,qiþan,imperative,plural,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
643901,GAL 4.27,sifai,sifan,imperative,singular,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,FALSE
